Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Location,Currency,Market Currency,FX Rate
"600085","BEIJING TONGRENTANG LTD A","Equity","0.01","3.84","813,296.00","3,124,613.09","3,124,613.09","Health Care","BP3R5C9","CNE000000R69","Shanghai Stock Exchange","China","USD","CNY","6.98"
"MEDC","MEDCO ENERGI INTERNASIONAL","Equity","0.01","0.05","68,005,900.00","3,118,990.62","3,118,990.62","Energy","6254511","ID1000053705","Indonesia Stock Exchange","Indonesia","USD","IDR","14,281.50"
"VINATIORGA","VINATI ORGANICS LTD","Equity","0.01","13.82","225,632.00","3,119,091.70","3,119,091.70","Materials","BKKKN11","INE410B01037","National Stock Exchange Of India","India","USD","INR","73.30"
"048260","OSSTEM IMPLANT LTD","Equity","0.01","29.37","106,163.00","3,117,477.87","3,117,477.87","Health Care","B1L0LB3","KR7048260004","Korea Exchange (Kosdaq)","Korea (South)","USD","KRW","1,195.30"
"AMARAJABAT","AMARA RAJA BATTERIES LTD","Equity","0.01","8.80","352,846.00","3,103,754.68","3,103,754.68","Industrials","B8BGVX2","INE885A01032","National Stock Exchange Of India","India","USD","INR","73.30"
"001120","LG INTERNATIONAL CORP","Equity","0.01","9.41","328,818.00","3,094,790.01","3,094,790.01","Industrials","6537115","KR7001120005","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"1996","REDSUN PROPERTIES GROUP LTD","Equity","0.01","0.31","9,964,000.00","3,090,705.97","3,090,705.97","Real Estate","BG20RZ3","KYG7459A1013","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"TEAMLEASE","TEAMLEASE SERVICES LTD","Equity","0.01","32.57","94,835.00","3,089,164.65","3,089,164.65","Industrials","BYT2WF3","INE985S01024","National Stock Exchange Of India","India","USD","INR","73.30"
"300144","SONGCHENG PERFORMANCE DEVELOPMENT","Equity","0.01","3.95","779,891.00","3,083,936.89","3,083,936.89","Consumer Discretionary","BD5CMV6","CNE100000XG4","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"CAML3","CAMIL ALIMENTOS SA","Equity","0.01","2.02","1,523,582.00","3,075,354.75","3,075,354.75","Consumer Staples","BZ4F3Q2","BRCAMLACNOR3","XBSP","Brazil","USD","BRL","4.46"
"600066","ZHENGZHOU YUTONG BUS LTD A","Equity","0.01","2.24","1,373,179.00","3,069,208.68","3,069,208.68","Industrials","BP3R5T6","CNE000000PY4","Shanghai Stock Exchange","China","USD","CNY","6.98"
"600801","HUAXIN CEMENT LTD A","Equity","0.01","3.83","802,569.00","3,071,835.23","3,071,835.23","Materials","BP3RD36","CNE000000DC6","Shanghai Stock Exchange","China","USD","CNY","6.98"
"600161","BEIJING TIANTAN BIOLOGICAL PRODUCT","Equity","0.01","5.11","601,798.00","3,074,358.05","3,074,358.05","Health Care","BP3R9J4","CNE000000WF9","Shanghai Stock Exchange","China","USD","CNY","6.98"
"JMFINANCIL","JM FINANCIAL LTD","Equity","0.01","1.52","2,022,870.00","3,068,906.09","3,068,906.09","Financials","6330637","INE780C01023","National Stock Exchange Of India","India","USD","INR","73.30"
"WIZS3","WIZ SOLUCOES E CORRETAGEM DE SEGUR","Equity","0.01","3.32","924,800.00","3,067,629.27","3,067,629.27","Financials","BF13KV3","BRWIZSACNOR1","XBSP","Brazil","USD","BRL","4.46"
"000728","GUOYUAN SECURITIES LTD A","Equity","0.01","1.41","2,169,600.00","3,064,031.42","3,064,031.42","Financials","BD5CNY6","CNE000000QZ9","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"OMN","OMNIA HOLDINGS LTD","Equity","0.01","1.76","1,742,810.00","3,067,363.84","3,067,363.84","Materials","6211301","ZAE000005153","Johannesburg Stock Exchange","South Africa","USD","ZAR","15.28"
"TSG","TSOGO SUN GAMING LTD","Equity","0.01","0.63","4,849,716.00","3,068,356.04","3,068,356.04","Consumer Discretionary","BKF1BG0","ZAE000273116","Johannesburg Stock Exchange","South Africa","USD","ZAR","15.28"
"3030","TEST RESEARCH INC","Equity","0.01","1.73","1,765,400.00","3,058,701.23","3,058,701.23","Information Technology","6338921","TW0003030003","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"005180","BINGGRAE LTD","Equity","0.01","44.51","68,544.00","3,050,732.70","3,050,732.70","Consumer Staples","6098236","KR7005180005","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"2609","YANG MING MARINE TRANSPORT CORP","Equity","0.01","0.23","13,474,677.00","3,043,957.95","3,043,957.95","Industrials","6987583","TW0002609005","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"002439","VENUSTECH GROUP INC A","Equity","0.01","6.10","497,384.00","3,035,517.15","3,035,517.15","Information Technology","BD5CJQ0","CNE100000QJ2","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"600176","CHINA JUSHI LTD A","Equity","0.01","1.41","2,158,893.00","3,036,465.86","3,036,465.86","Materials","BP3RDW5","CNE000000YM1","Shanghai Stock Exchange","China","USD","CNY","6.98"
"MINDAIND","MINDA INDUSTRIES LTD","Equity","0.01","5.02","605,485.00","3,039,506.20","3,039,506.20","Consumer Discretionary","BYVC6Y8","INE405E01023","National Stock Exchange Of India","India","USD","INR","73.30"
"064760","TOKAI CARBON KOREA LTD","Equity","0.01","55.89","54,364.00","3,038,162.14","3,038,162.14","Information Technology","6672384","KR7064760002","Korea Exchange (Kosdaq)","Korea (South)","USD","KRW","1,195.30"
"1728","CHINA ZHENGTONG AUTO SERVICES HOLD","Equity","0.01","0.28","10,908,500.00","3,032,673.92","3,032,673.92","Consumer Discretionary","B3YLTZ7","KYG215A81084","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"034830","KOREA REAL ESTATE INVESTMENT TRUST","Equity","0.01","1.63","1,863,515.00","3,032,323.83","3,032,323.83","Real Estate","6354488","KR7034830000","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"3703","CONTINENTAL HOLDINGS CORP","Equity","0.01","0.41","7,372,600.00","3,033,739.05","3,033,739.05","Industrials","B58DQK7","TW0003703005","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"218410","RFHIC CORP","Equity","0.01","24.85","121,731.00","3,024,688.95","3,024,688.95","Information Technology","BYXZYM9","KR7218410009","Korea Exchange (Kosdaq)","Korea (South)","USD","KRW","1,195.30"
"601997","BANK OF GUIYANG LTD A","Equity","0.01","1.23","2,455,460.00","3,021,886.86","3,021,886.86","Financials","BYW5QQ8","CNE100002FX2","Shanghai Stock Exchange","China","USD","CNY","6.98"
"1305","CHINA GENERAL PLASTICS CORP","Equity","0.01","0.65","4,623,040.00","3,019,077.87","3,019,077.87","Materials","6190682","TW0001305001","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"136","HENGTEN NETWORKS GROUP LTD","Equity","0.01","0.01","236,624,000.00","3,015,094.41","3,015,094.41","Consumer Discretionary","BZ5ZCC0","BMG4404N1065","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"093370","FOOSUNG LTD","Equity","0.01","6.12","492,793.00","3,017,857.24","3,017,857.24","Materials","B1LCKX4","KR7093370005","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"PNLF","PANIN FINANCIAL","Equity","0.01","0.02","176,161,400.00","3,009,724.58","3,009,724.58","Financials","6671422","ID1000095607","Indonesia Stock Exchange","Indonesia","USD","IDR","14,281.50"
"600763","TOPCHOICE MEDICAL CORPORATION INC","Equity","0.01","15.31","196,099.00","3,001,712.83","3,001,712.83","Health Care","BYYFJH8","CNE000000MZ8","Shanghai Stock Exchange","China","USD","CNY","6.98"
"3022","IEI INTEGRATION CORP","Equity","0.01","1.53","1,964,373.00","3,000,916.34","3,000,916.34","Information Technology","6343798","TW0003022000","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"601872","CHINA MERCHANTS ENERGY SHIPPING LT","Equity","0.01","0.78","3,855,488.00","3,000,271.67","3,000,271.67","Energy","BP3R8G4","CNE000001PQ8","Shanghai Stock Exchange","China","USD","CNY","6.98"
"600795","GD POWER DEVELOPMENT LTD A","Equity","0.01","0.31","9,730,400.00","3,000,764.64","3,000,764.64","Utilities","BP3R3J2","CNE000000PC0","Shanghai Stock Exchange","China","USD","CNY","6.98"
"007390","NATURECELL LTD","Equity","0.01","6.38","469,681.00","2,998,131.04","2,998,131.04","Consumer Staples","6208239","KR7007390008","Korea Exchange (Kosdaq)","Korea (South)","USD","KRW","1,195.30"
"073240","KUMHO TIREINC INC","Equity","0.01","3.05","981,951.00","2,990,296.70","2,990,296.70","Consumer Discretionary","B064SH8","KR7073240004","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"000240","HANKOOK TECHNOLOGY GROUP LTD","Equity","0.01","10.58","282,580.00","2,990,577.26","2,990,577.26","Consumer Discretionary","6107422","KR7000240002","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"4947","ON-BRIGHT ELECTRONICS INC","Equity","0.01","7.43","403,000.00","2,994,335.79","2,994,335.79","Information Technology","B6RYW99","KYG675291002","Gretai Securities Market","Taiwan","USD","TWD","30.01"
"600489","ZHONGJIN GOLD CORP LTD A","Equity","0.01","1.19","2,507,079.00","2,984,252.27","2,984,252.27","Materials","BP3R585","CNE000001FM8","Shanghai Stock Exchange","China","USD","CNY","6.98"
"SUNCON","SUNWAY CONSTRUCTION GROUP","Equity","0.01","0.44","6,721,770.00","2,988,163.53","2,988,163.53","Industrials","BX909K4","MYL5263OO008","Bursa Malaysia","Malaysia","USD","MYR","4.21"
"6002","HERFY FOOD SERVICES","Equity","0.01","12.89","231,480.00","2,982,798.89","2,982,798.89","Consumer Discretionary","B60CZW4","SA12GGPITP13","Saudi Stock Exchange","Saudi Arabia","USD","SAR","3.75"
"4943","CONCRAFT HOLDING LTD","Equity","0.01","4.66","638,747.00","2,979,528.20","2,979,528.20","Information Technology","B6QZ6X5","KYG2346M1033","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"600297","CHINA GRAND AUTOMOTIVE SERVICES GR","Equity","0.01","0.61","4,874,200.00","2,978,219.26","2,978,219.26","Consumer Discretionary","BYYFJB2","CNE000001576","Shanghai Stock Exchange","China","USD","CNY","6.98"
"600760","AVIC SHENYANG AIRCRAFT LTD A","Equity","0.01","4.17","714,367.00","2,978,223.49","2,978,223.49","Industrials","BF2DZ39","CNE000000MH6","Shanghai Stock Exchange","China","USD","CNY","6.98"
"091700","PARTRON LTD","Equity","0.01","8.03","369,442.00","2,967,157.37","2,967,157.37","Information Technology","B1GN4B8","KR7091700005","Korea Exchange (Kosdaq)","Korea (South)","USD","KRW","1,195.30"
"8942","XXENTRIA TECHNOLOGY MATERIALS LTD","Equity","0.01","2.07","1,433,000.00","2,969,799.75","2,969,799.75","Industrials","6609081","TW0008942004","Gretai Securities Market","Taiwan","USD","TWD","30.01"
"066970","L&F LTD","Equity","0.01","19.45","152,321.00","2,962,823.77","2,962,823.77","Information Technology","6578608","KR7066970005","Korea Exchange (Kosdaq)","Korea (South)","USD","KRW","1,195.30"
"2428","THINKING ELECTRONIC INDUSTRIAL LTD","Equity","0.01","2.87","1,032,000.00","2,957,118.58","2,957,118.58","Information Technology","6146629","TW0002428000","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"VGUARD","V GUARD INDUSTRIES LTD","Equity","0.01","2.79","1,059,999.00","2,955,227.61","2,955,227.61","Industrials","BD0F6Q3","INE951I01027","National Stock Exchange Of India","India","USD","INR","73.30"
"INDIACEM","INDIA CEMENTS LTD","Equity","0.01","1.25","2,359,927.00","2,944,374.97","2,944,374.97","Materials","6150062","INE383A01012","National Stock Exchange Of India","India","USD","INR","73.30"
"MWC","MANILA WATER INC","Equity","0.01","0.24","12,521,200.00","2,949,506.84","2,949,506.84","Utilities","B0684C7","PHY569991086","Philippine Stock Exchange Inc.","Philippines","USD","PHP","50.69"
"600111","CHINA NORTHERN RARE EARTH (GROUP)","Equity","0.01","1.37","2,152,800.00","2,941,030.23","2,941,030.23","Materials","BP3R370","CNE000000T18","Shanghai Stock Exchange","China","USD","CNY","6.98"
"601117","CHINA NATIONAL CHEMICAL ENGINEERIN","Equity","0.01","1.08","2,725,997.00","2,938,423.83","2,938,423.83","Industrials","BP3R4J9","CNE100000KC0","Shanghai Stock Exchange","China","USD","CNY","6.98"
"CEATLTD","CEAT LTD","Equity","0.01","13.77","213,189.00","2,936,320.54","2,936,320.54","Consumer Discretionary","6345482","INE482A01020","National Stock Exchange Of India","India","USD","INR","73.30"
"002153","BEIJING SHIJI INFORMATION TECHNOLO","Equity","0.01","6.02","486,995.00","2,930,707.38","2,930,707.38","Information Technology","BD5CMX8","CNE100000668","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"HIBISCS","HIBISCUS PETROLEUM","Equity","0.01","0.18","16,623,200.00","2,924,323.78","2,924,323.78","Energy","B5VN637","MYL5199OO004","Bursa Malaysia","Malaysia","USD","MYR","4.21"
"9958","CENTURY IRON AND STEEL INDUSTRIAL","Equity","0.01","2.60","1,123,000.00","2,922,277.01","2,922,277.01","Materials","B1LJ5C9","TW0009958009","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"003240","TAEKWANG INDUSTRIAL LTD","Equity","0.01","672.63","4,337.00","2,917,215.76","2,917,215.76","Materials","6870791","KR7003240009","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"092040","AMICOGEN INC","Equity","0.01","18.74","155,693.00","2,917,696.98","2,917,696.98","Health Care","BDGTKQ7","KR7092040005","Korea Exchange (Kosdaq)","Korea (South)","USD","KRW","1,195.30"
"SSMS","SAWIT SUMBERMAS SARANA","Equity","0.01","0.06","51,654,900.00","2,911,612.54","2,911,612.54","Consumer Staples","BH3WHX3","ID1000130008","Indonesia Stock Exchange","Indonesia","USD","IDR","14,281.50"
"MRCB","MALAYSIAN RESOURCES CORPORATION","Equity","0.01","0.14","20,966,900.00","2,915,876.98","2,915,876.98","Industrials","6557867","MYL1651OO008","Bursa Malaysia","Malaysia","USD","MYR","4.21"
"CIE","CIECH SA","Equity","0.01","9.59","303,972.00","2,913,987.57","2,913,987.57","Materials","B0663T1","PLCIECH00018","Warsaw Stock Exchange/Equities/Main Market","Poland","USD","PLN","3.84"
"2421","SUNONWEALTH ELECTRIC MACHINE INDUS","Equity","0.01","1.38","2,113,000.00","2,914,676.97","2,914,676.97","Industrials","6129039","TW0002421005","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"603658","AUTOBIO DIAGNOSTICS LTD A","Equity","0.01","18.53","156,890.00","2,906,848.34","2,906,848.34","Health Care","BYW5N89","CNE100002GC4","Shanghai Stock Exchange","China","USD","CNY","6.98"
"LOMA","LOMA NEGRA INDUSTRIAL ARGENTINA SO","Equity","0.01","5.81","498,513.00","2,896,360.53","2,896,360.53","Materials","BYP6YP3","US54150E1047","New York Stock Exchange Inc.","Argentina","USD","USD","1.00"
"002690","HEFEI MEYER OPTOELECTRONIC TECHNOL","Equity","0.01","5.72","506,842.00","2,898,222.51","2,898,222.51","Industrials","BD5CHY4","CNE100001JZ1","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"192080","DOUBLEU GAMES LTD","Equity","0.01","34.76","83,376.00","2,898,245.46","2,898,245.46","Consumer Discretionary","BYQ1MZ3","KR7192080000","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"2323","CMC MAGNETICS CORP","Equity","0.01","0.27","10,871,640.00","2,897,848.27","2,897,848.27","Information Technology","6238485","TW0002323003","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"6100","WISE TALENT INFORMATION TECHNOLOGY","Equity","0.01","2.29","1,264,000.00","2,892,582.53","2,892,582.53","Communication","BFFK731","KYG9722R1011","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"906","CPMC HOLDINGS LTD","Equity","0.01","0.38","7,517,000.00","2,892,828.37","2,892,828.37","Materials","B562TV8","HK0000057171","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"002049","UNIGROUP GUOXIN MICROELECTRONICS L","Equity","0.01","8.62","334,410.00","2,883,272.73","2,883,272.73","Information Technology","BD5CL75","CNE000001M14","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"000723","SHANXI MEIJIN ENERGY LTD A","Equity","0.01","1.25","2,313,717.00","2,884,123.22","2,884,123.22","Energy","BFCCPV4","CNE0000005J2","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"TATAELXSI","TATA ELXSI LTD","Equity","0.01","14.16","203,577.00","2,882,532.00","2,882,532.00","Information Technology","6211204","INE670A01012","National Stock Exchange Of India","India","USD","INR","73.30"
"GRANULES","GRANULES INDIA LTD","Equity","0.01","2.26","1,278,579.00","2,885,186.62","2,885,186.62","Health Care","BWCGVX9","INE101D01020","National Stock Exchange Of India","India","USD","INR","73.30"
"2520","KINDOM CONSTRUCTION LTD","Equity","0.01","0.85","3,389,000.00","2,885,048.15","2,885,048.15","Real Estate","6491329","TW0002520004","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"000963","HUADONG MEDICINE LTD A","Equity","0.01","2.86","1,006,451.00","2,878,993.03","2,878,993.03","Health Care","BD5CM94","CNE0000011S1","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"5478","SOFT-WORLD INTERNATIONAL CORP","Equity","0.01","2.71","1,065,000.00","2,881,351.41","2,881,351.41","Communication","6343691","TW0005478002","Gretai Securities Market","Taiwan","USD","TWD","30.01"
"200230","TELCON RF PHARMACEUTICAL INC","Equity","0.01","4.03","712,959.00","2,871,996.64","2,871,996.64","Information Technology","BSQX7Z2","KR7200230001","Korea Exchange (Kosdaq)","Korea (South)","USD","KRW","1,195.30"
"1444","LEALEA ENTERPRISE LTD","Equity","0.01","0.29","9,808,173.00","2,875,817.89","2,875,817.89","Consumer Discretionary","6508939","TW0001444008","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"900908","SHANGHAI CHLOR ALKALI CHEMICAL CLA","Equity","0.01","0.56","5,062,327.00","2,860,214.75","2,860,214.75","Materials","6800776","CNE0000004C0","Shanghai Stock Exchange","China","USD","USD","1.00"
"CENTURYTEX","CENTURY TEXTILES AND INDUSTRIES LT","Equity","0.01","7.21","397,440.00","2,864,864.75","2,864,864.75","Materials","6099905","INE055A01016","National Stock Exchange Of India","India","USD","INR","73.30"
"001800","ORION HOLDINGS CORP","Equity","0.01","12.01","238,557.00","2,863,961.31","2,863,961.31","Consumer Staples","6896849","KR7001800002","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"141080","LEGOCHEM BIOSCIENCES INC","Equity","0.01","39.53","72,452.00","2,864,014.89","2,864,014.89","Health Care","B8CL0T5","KR7141080002","Korea Exchange (Kosdaq)","Korea (South)","USD","KRW","1,195.30"
"ESSO.R","ESSO (THAILAND) NON-VOTING DR PCL","Equity","0.01","0.20","14,563,200.00","2,863,226.26","2,863,226.26","Energy","B2R3W54","TH0975010R11","Stock Exchange Of Thailand","Thailand","USD","THB","31.54"
"298020","HYOSUNG TNC CORP","Equity","0.01","125.07","22,828.00","2,855,171.09","2,855,171.09","Consumer Discretionary","BD83164","KR7298020009","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"012630","HDC HOLDINGS LTD","Equity","0.01","7.73","369,772.00","2,858,439.96","2,858,439.96","Industrials","6402428","KR7012630000","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"8044","PC HOME ONLINE INC","Equity","0.01","3.42","837,070.00","2,858,750.37","2,858,750.37","Consumer Discretionary","B05DVL1","TW0008044009","Gretai Securities Market","Taiwan","USD","TWD","30.01"
"122870","YG ENTERTAINMENT INC","Equity","0.01","25.06","113,840.00","2,852,428.68","2,852,428.68","Communication","B4X6994","KR7122870009","Korea Exchange (Kosdaq)","Korea (South)","USD","KRW","1,195.30"
"1795","LOTUS PHARMACEUTICAL LTD","Equity","0.01","3.15","905,000.00","2,852,530.57","2,852,530.57","Health Care","B04S979","TW0001795003","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"601018","NINGBO ZHOUSHAN PORT LTD A","Equity","0.01","0.50","5,642,000.00","2,845,696.58","2,845,696.58","Industrials","BP3R4B1","CNE100000V12","Shanghai Stock Exchange","China","USD","CNY","6.98"
"079160","CJ CGV LTD","Equity","0.01","19.87","143,278.00","2,846,860.62","2,846,860.62","Communication","B04S946","KR7079160008","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
