Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Location,Currency,Market Currency,FX Rate
"968","XINYI SOLAR HOLDINGS LTD","Equity","0.05","0.80","32,228,800.00","25,676,848.19","25,676,848.19","Information Technology","BGQYNN1","KYG9829N1025","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"COALINDIA","COAL INDIA LTD","Equity","0.05","2.43","10,537,424.00","25,618,458.43","25,618,458.43","Energy","B4Z9XF5","INE522F01014","National Stock Exchange Of India","India","USD","INR","73.30"
"ICICIGI","ICICI LOMBARD GENERAL INSURANCE CO","Equity","0.05","16.52","1,550,729.00","25,619,636.18","25,619,636.18","Financials","BYXH7P9","INE765G01017","National Stock Exchange Of India","India","USD","INR","73.30"
"DIGI","DIGI.COM","Equity","0.05","0.97","26,276,100.00","25,610,842.74","25,610,842.74","Communication","6086242","MYL6947OO005","Bursa Malaysia","Malaysia","USD","MYR","4.21"
"021240","COWAY LTD","Equity","0.05","56.72","450,341.00","25,544,315.07","25,544,315.07","Consumer Discretionary","6173401","KR7021240007","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"BSANTANDER","BANCO SANTANDER CHILE","Equity","0.05","0.05","548,133,237.00","25,496,311.70","25,496,311.70","Financials","2000257","CLP1506A1070","Santiago Stock Exchange","Chile","USD","CLP","804.69"
"KIMBERA","KIMBERLY-CLARK DE MEXICO CLASS A","Equity","0.04","1.93","13,159,075.00","25,425,684.52","25,425,684.52","Consumer Staples","2491914","MXP606941179","Bolsa Mexicana De Valores","Mexico","USD","MXN","19.23"
"1066","SHANDONG WEIGAO GROUP MEDICAL POLY","Equity","0.04","1.40","18,084,000.00","25,370,435.68","25,370,435.68","Health Care","6742340","CNE100000171","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"JSWSTEEL","JSW STEEL LTD","Equity","0.04","3.36","7,543,211.00","25,362,725.21","25,362,725.21","Materials","BZBYJJ7","INE019A01038","National Stock Exchange Of India","India","USD","INR","73.30"
"MCG","MULTICHOICE GROUP LTD","Equity","0.04","6.20","4,087,681.00","25,354,106.18","25,354,106.18","Communication","BHZSKR4","ZAE000265971","Johannesburg Stock Exchange","South Africa","USD","ZAR","15.28"
"TATAMOTORS","TATA MOTORS LTD","Equity","0.04","1.78","14,237,231.00","25,319,049.91","25,319,049.91","Consumer Discretionary","B611LV1","INE155A01022","National Stock Exchange Of India","India","USD","INR","73.30"
"KGH","KGHM POLSKA MIEDZ SA","Equity","0.04","20.24","1,248,023.00","25,265,647.73","25,265,647.73","Materials","5263251","PLKGHM000017","Warsaw Stock Exchange/Equities/Main Market","Poland","USD","PLN","3.84"
"KOFUBL","COCA-COLA FEMSA CLASS UBL UNITS","Equity","0.04","5.63","4,466,400.00","25,127,710.41","25,127,710.41","Consumer Staples","BHHP0S4","MX01KO000002","Bolsa Mexicana De Valores","Mexico","USD","MXN","19.23"
"ZEEL","ZEE ENTERTAINMENT ENTERPRISES LTD","Equity","0.04","3.43","7,305,163.00","25,025,770.72","25,025,770.72","Communication","6188535","INE256A01028","National Stock Exchange Of India","India","USD","INR","73.30"
"BRML3","BR MALLS PARTICIPACOES SA","Equity","0.04","3.71","6,733,724.00","24,979,152.22","24,979,152.22","Real Estate","B1RYG58","BRBRMLACNOR9","XBSP","Brazil","USD","BRL","4.46"
"1402","FAR EASTERN NEW CENTURY CORP","Equity","0.04","0.93","26,706,916.00","24,915,658.15","24,915,658.15","Industrials","6331470","TW0001402006","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"GRASIM","GRASIM INDUSTRIES LTD","Equity","0.04","9.55","2,601,060.00","24,842,212.26","24,842,212.26","Materials","BYQKH33","INE047A01021","National Stock Exchange Of India","India","USD","INR","73.30"
"091990","CELLTRION HEALTHCARE LTD","Equity","0.04","53.21","465,708.00","24,779,577.34","24,779,577.34","Health Care","BYZ6DH8","KR7091990002","Korea Exchange (Kosdaq)","Korea (South)","USD","KRW","1,195.30"
"NHM","NORTHAM PLATINUM LTD","Equity","0.04","7.57","3,260,736.00","24,677,396.83","24,677,396.83","Materials","6350260","ZAE000030912","Johannesburg Stock Exchange","South Africa","USD","ZAR","15.28"
"ADANIPORTS","ADANI PORTS AND SPECIAL ECONOMIC Z","Equity","0.04","4.74","5,203,421.00","24,654,976.14","24,654,976.14","Industrials","B28XXH2","INE742F01042","National Stock Exchange Of India","India","USD","INR","73.30"
"010130","KOREA ZINC INC","Equity","0.04","341.76","71,856.00","24,557,162.22","24,557,162.22","Materials","6495428","KR7010130003","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"POLY","POLYMETAL INTERNATIONAL PLC","Equity","0.04","16.27","1,506,637.00","24,506,848.93","24,506,848.93","Materials","BBMT4K9","JE00B6T5S470","Standard-Classica-Forts","Russian Federation","USD","RUB","65.43"
"AZUL4","AZUL PREF SA","Equity","0.04","9.87","2,479,879.00","24,472,032.74","24,472,032.74","Industrials","BD97PR4","BRAZULACNPR4","XBSP","Brazil","USD","BRL","4.46"
"BTS.R","BTS GROUP HOLDINGS NON-VOTING DR P","Equity","0.04","0.36","67,072,700.00","24,459,681.31","24,459,681.31","Industrials","B0H72C9","TH0221010R10","Stock Exchange Of Thailand","Thailand","USD","THB","31.54"
"2345","ACCTON TECHNOLOGY CORP","Equity","0.04","5.51","4,408,000.00","24,306,933.66","24,306,933.66","Information Technology","6005214","TW0002345006","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"6886","HUATAI SECURITIES LTD H","Equity","0.04","1.77","13,638,200.00","24,153,630.48","24,153,630.48","Financials","BWVFT00","CNE100001YQ9","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"1766","CRRC CORP LTD H","Equity","0.04","0.67","36,189,750.00","24,081,473.39","24,081,473.39","Industrials","B2R2ZC9","CNE100000BG0","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"PPB","PPB GROUP","Equity","0.04","4.38","5,492,820.00","24,052,714.70","24,052,714.70","Consumer Staples","6681669","MYL4065OO008","Bursa Malaysia","Malaysia","USD","MYR","4.21"
"1114","BRILLIANCE CHINA AUTOMOTIVE HOLDIN","Equity","0.04","0.89","27,012,000.00","24,023,800.76","24,023,800.76","Consumer Discretionary","6181482","BMG1368B1028","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"APN","ASPEN PHARMACARE LTD","Equity","0.04","6.97","3,431,606.00","23,911,674.89","23,911,674.89","Health Care","B09C0Z1","ZAE000066692","Johannesburg Stock Exchange","South Africa","USD","ZAR","15.28"
"DPW","DP WORLD PLC","Equity","0.04","16.04","1,483,941.00","23,802,413.64","23,802,413.64","Industrials","B291WY5","AEDFXA0M6V00","Nasdaq Dubai","United Arab Emirates","USD","USD","1.00"
"CHMF","SEVERSTAL","Equity","0.04","12.54","1,891,901.00","23,721,319.41","23,721,319.41","Materials","B5B9C59","RU0009046510","Standard-Classica-Forts","Russian Federation","USD","RUB","65.43"
"EMBR3","EMBRAER SA","Equity","0.04","3.79","6,246,483.00","23,690,053.83","23,690,053.83","Industrials","B16FPG6","BREMBRACNOR4","XBSP","Brazil","USD","BRL","4.46"
"ALRS","AK ALROSA","Equity","0.04","1.08","21,836,140.00","23,634,508.51","23,634,508.51","Materials","B6QPBP2","RU0007252813","Standard-Classica-Forts","Russian Federation","USD","RUB","65.43"
"IOC","INDIAN OIL CORP LTD","Equity","0.04","1.46","16,201,694.00","23,573,937.24","23,573,937.24","Energy","6253767","INE242A01010","National Stock Exchange Of India","India","USD","INR","73.30"
"NIO","NIO AMERICAN DEPOSITARY SHARES REP","Equity","0.04","4.06","5,801,765.00","23,555,165.90","23,555,165.90","Consumer Discretionary","BFZX9H8","US62914V1061","New York Stock Exchange Inc.","China","USD","USD","1.00"
"6415","SILERGY CORP","Equity","0.04","35.32","666,000.00","23,521,807.22","23,521,807.22","Information Technology","BH4DMW9","KYG8190F1028","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"AXIATA","AXIATA GROUP","Equity","0.04","0.97","24,305,900.00","23,517,178.89","23,517,178.89","Communication","B2QZGV5","MYL6888OO001","Bursa Malaysia","Malaysia","USD","MYR","4.21"
"PIDILITIND","PIDILITE INDUSTRIES LTD","Equity","0.04","20.99","1,119,966.00","23,509,392.37","23,509,392.37","Materials","B0JJV59","INE318A01026","National Stock Exchange Of India","India","USD","INR","73.30"
"SHREECEM","SHREE CEMENT LTD","Equity","0.04","321.88","72,973.00","23,488,699.27","23,488,699.27","Materials","6100357","INE070A01015","National Stock Exchange Of India","India","USD","INR","73.30"
"034220","LG DISPLAY LTD","Equity","0.04","11.63","2,019,674.00","23,486,546.14","23,486,546.14","Information Technology","B01VZN9","KR7034220004","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"HEROMOTOCO","HERO MOTOCORP LTD","Equity","0.04","28.03","837,482.00","23,478,289.00","23,478,289.00","Consumer Discretionary","6327327","INE158A01026","National Stock Exchange Of India","India","USD","INR","73.30"
"EGCO.R","ELECTRICITY GENERATING NON-VOTING","Equity","0.04","8.69","2,700,700.00","23,465,730.14","23,465,730.14","Utilities","6368553","TH0465010R13","Stock Exchange Of Thailand","Thailand","USD","THB","31.54"
"HAPV3","HAPVIDA PARTICIPACOES E INVESTIMEN","Equity","0.04","12.43","1,884,754.00","23,426,535.84","23,426,535.84","Health Care","BF4J7N9","BRHAPVACNOR4","XBSP","Brazil","USD","BRL","4.46"
"601398","INDUSTRIAL AND COMMERCIAL BANK OF","Equity","0.04","0.78","30,099,280.00","23,335,969.52","23,335,969.52","Financials","BP3R217","CNE000001P37","Shanghai Stock Exchange","China","USD","CNY","6.98"
"DSY","DISCOVERY LTD","Equity","0.04","6.65","3,504,034.00","23,311,317.53","23,311,317.53","Financials","6177878","ZAE000022331","Johannesburg Stock Exchange","South Africa","USD","ZAR","15.28"
"028300","HLB INC","Equity","0.04","78.56","296,737.00","23,310,971.56","23,310,971.56","Consumer Discretionary","6517407","KR7028300002","Korea Exchange (Kosdaq)","Korea (South)","USD","KRW","1,195.30"
"011170","LOTTE CHEMICAL CORP","Equity","0.04","157.28","148,119.00","23,296,554.84","23,296,554.84","Materials","6440020","KR7011170008","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"TCELL","TURKCELL ILETISIM HIZMETLERI A","Equity","0.04","2.36","9,880,211.00","23,279,155.96","23,279,155.96","Communication","B03MYN3","TRATCELL91M1","Istanbul Stock Exchange","Turkey","USD","TRY","6.07"
"HMPRO.R","HOME PRODUCT CENTER NON-VOTING DR","Equity","0.04","0.43","53,350,875.00","23,177,643.49","23,177,643.49","Consumer Discretionary","6418555","TH0661010R17","Stock Exchange Of Thailand","Thailand","USD","THB","31.54"
"PETGAS","PETRONAS GAS","Equity","0.04","3.94","5,859,100.00","23,065,897.06","23,065,897.06","Utilities","6703972","MYL6033OO004","Bursa Malaysia","Malaysia","USD","MYR","4.21"
"MRP","MR PRICE GROUP LTD","Equity","0.04","10.22","2,257,420.00","23,061,604.21","23,061,604.21","Consumer Discretionary","BYXW419","ZAE000200457","Johannesburg Stock Exchange","South Africa","USD","ZAR","15.28"
"BIMBOA","GRUPO BIMBO A","Equity","0.04","1.62","14,135,102.00","22,907,878.42","22,907,878.42","Consumer Staples","2392471","MXP495211262","Bolsa Mexicana De Valores","Mexico","USD","MXN","19.23"
"CSAN3","COSAN INDUSTRIA E COMERCIO SA","Equity","0.04","17.04","1,339,272.00","22,819,062.26","22,819,062.26","Energy","B0P72G5","BRCSANACNOR6","XBSP","Brazil","USD","BRL","4.46"
"FALABELLA","FALABELLA SACI SA","Equity","0.04","3.57","6,395,975.00","22,803,877.61","22,803,877.61","Consumer Discretionary","2771672","CLP3880F1085","Santiago Stock Exchange","Chile","USD","CLP","804.69"
"MCDOWELL.N","UNITED SPIRITS LTD","Equity","0.04","9.11","2,500,105.00","22,766,057.26","22,766,057.26","Consumer Staples","BYWFSB7","INE854D01024","National Stock Exchange Of India","India","USD","INR","73.30"
"3908","CHINA INTERNATIONAL CAPITAL CORP L","Equity","0.04","1.96","11,574,800.00","22,674,362.06","22,674,362.06","Financials","BZ169C6","CNE100002359","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"600030","CITIC SECURITIES LTD A","Equity","0.04","3.56","6,358,345.00","22,659,779.07","22,659,779.07","Financials","BP3R2J5","CNE000001DB6","Shanghai Stock Exchange","China","USD","CNY","6.98"
"PCAR3","COMPANHIA BRASILEIRA DE DISTRIBUIC","Equity","0.04","16.74","1,349,900.00","22,594,457.42","22,594,457.42","Consumer Staples","2667793","BRPCARACNOR3","XBSP","Brazil","USD","BRL","4.46"
"010950","S-OIL CORP","Equity","0.04","56.97","391,228.00","22,289,489.50","22,289,489.50","Energy","6406055","KR7010950004","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"GENTING","GENTING","Equity","0.04","1.19","18,788,000.00","22,287,440.87","22,287,440.87","Consumer Discretionary","B1VXJL8","MYL3182OO002","Bursa Malaysia","Malaysia","USD","MYR","4.21"
"3231","WISTRON CORP","Equity","0.04","0.90","24,823,004.00","22,248,319.31","22,248,319.31","Information Technology","6672481","TW0003231007","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"HINDALCO","HINDALCO INDUSTRIES LTD","Equity","0.04","2.17","10,216,745.00","22,204,406.41","22,204,406.41","Materials","B0GWF48","INE038A01020","National Stock Exchange Of India","India","USD","INR","73.30"
"600585","ANHUI CONCH CEMENT LTD A","Equity","0.04","8.50","2,609,007.00","22,182,716.15","22,182,716.15","Materials","BP3R2Z1","CNE0000019V8","Shanghai Stock Exchange","China","USD","CNY","6.98"
"MINT.R","MINOR INTERNATIONAL PUBLIC NON VOT","Equity","0.04","0.92","24,043,060.00","22,110,313.62","22,110,313.62","Consumer Discretionary","B018C28","TH0128010R17","Stock Exchange Of Thailand","Thailand","USD","THB","31.54"
"ALPHA","ALPHA BANK SA","Equity","0.04","1.62","13,614,494.00","22,066,508.02","22,066,508.02","Financials","BZ1MXR7","GRS015003007","Athens Exchange S.A. Cash Market","Greece","USD","EUR","0.89"
"GFINBURO","GRUPO FINANCIERO INBURSA SRIES O","Equity","0.04","1.09","20,296,542.00","22,062,606.12","22,062,606.12","Financials","2822398","MXP370641013","Bolsa Mexicana De Valores","Mexico","USD","MXN","19.23"
"BEM.R","BANGKOK EXPRESSWAY AND METRO PCL N","Equity","0.04","0.30","72,472,885.00","22,062,460.63","22,062,460.63","Industrials","BDCR9C4","TH6999010R15","Stock Exchange Of Thailand","Thailand","USD","THB","31.54"
"TOTS3","TOTVS SA","Equity","0.04","16.44","1,334,700.00","21,938,920.77","21,938,920.77","Information Technology","B10LQP6","BRTOTSACNOR8","XBSP","Brazil","USD","BRL","4.46"
"SPL","SANTANDER BANK POLSKA SA","Equity","0.04","70.81","309,690.00","21,929,661.29","21,929,661.29","Financials","7153639","PLBZ00000044","Warsaw Stock Exchange/Equities/Main Market","Poland","USD","PLN","3.84"
"BAAKOMB","KOMERCNI BANK","Equity","0.04","32.22","680,039.00","21,912,212.80","21,912,212.80","Financials","4519449","CZ0008019106","Prague Stock Exchange","Czech Republic","USD","CZK","22.67"
"1816","CGN POWER LTD H","Equity","0.04","0.25","87,646,000.00","21,884,708.15","21,884,708.15","Utilities","BSBMM04","CNE100001T80","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"DIB","DB ISLAMIC BANK","Equity","0.04","1.47","14,838,562.00","21,814,582.80","21,814,582.80","Financials","6283452","AED000201015","Dubai Financial Market","United Arab Emirates","USD","AED","3.67"
"CBQK","COMMERCIAL BANK OF QATAR","Equity","0.04","1.21","18,043,133.00","21,802,893.29","21,802,893.29","Financials","6150448","QA0007227752","Qatar Exchange","Qatar","USD","QAR","3.64"
"2050","SAVOLA GROUP","Equity","0.04","9.11","2,384,602.00","21,734,819.15","21,734,819.15","Consumer Staples","B133RS9","SA0007879162","Saudi Stock Exchange","Saudi Arabia","USD","SAR","3.75"
"ENELCHILE","ENEL CHILE SA","Equity","0.04","0.09","243,791,601.00","21,722,474.23","21,722,474.23","Utilities","BYMLZD6","CL0002266774","Santiago Stock Exchange","Chile","USD","CLP","804.69"
"2409","AU OPTRONICS CORP","Equity","0.04","0.31","70,255,000.00","21,699,391.93","21,699,391.93","Information Technology","6288190","TW0002409000","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"QFLS","QATAR FUEL","Equity","0.04","5.14","4,218,000.00","21,685,124.61","21,685,124.61","Energy","6516556","QA0001200771","Qatar Exchange","Qatar","USD","QAR","3.64"
"000001","PING AN BANK LTD A","Equity","0.04","2.12","10,209,536.00","21,657,148.83","21,657,148.83","Financials","BD5CPS4","CNE000000040","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"257","CHINA EVERBRIGHT INTERNATIONAL LTD","Equity","0.04","0.67","32,348,148.00","21,608,454.61","21,608,454.61","Industrials","6630940","HK0257001336","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"135","KUNLUN ENERGY LTD","Equity","0.04","0.72","30,092,000.00","21,573,130.83","21,573,130.83","Utilities","6340078","BMG5320C1082","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"NAUKRI","INFO EDGE INDIA LTD","Equity","0.04","38.05","567,055.00","21,575,128.54","21,575,128.54","Communication","B1685L0","INE663F01024","National Stock Exchange Of India","India","USD","INR","73.30"
"LPP","LPP SA","Equity","0.04","1,917.27","11,243.00","21,555,907.91","21,555,907.91","Consumer Discretionary","7127979","PLLPP0000011","Warsaw Stock Exchange/Equities/Main Market","Poland","USD","PLN","3.84"
"6239","POWERTECH TECHNOLOGY INC","Equity","0.04","3.45","6,249,000.00","21,549,711.79","21,549,711.79","Information Technology","6599676","TW0006239007","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"002475","LUXSHARE PRECISION INDUSTRY LTD A","Equity","0.04","6.93","3,106,779.00","21,534,902.18","21,534,902.18","Information Technology","BD5CN80","CNE100000TP3","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"CMPC","EMPRESAS CMPC SA","Equity","0.04","2.10","10,244,914.00","21,517,515.01","21,517,515.01","Materials","2196015","CL0000001314","Santiago Stock Exchange","Chile","USD","CLP","804.69"
"601288","AGRICULTURAL BANK OF CHINA LTD A","Equity","0.04","0.50","42,793,147.00","21,460,554.33","21,460,554.33","Financials","BP3R228","CNE100000RJ0","Shanghai Stock Exchange","China","USD","CNY","6.98"
"4190","JARIR MARKETING","Equity","0.04","41.26","519,377.00","21,427,311.87","21,427,311.87","Consumer Discretionary","B128FM5","SA000A0BLA62","Saudi Stock Exchange","Saudi Arabia","USD","SAR","3.75"
"2359","WUXI APPTEC LTD H","Equity","0.04","15.52","1,374,240.00","21,331,275.37","21,331,275.37","Health Care","BGHH0L6","CNE100003F19","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"WHL","WOOLWORTHS HOLDING LTD","Equity","0.04","2.45","8,680,459.00","21,258,151.03","21,258,151.03","Consumer Discretionary","B06KZ97","ZAE000063863","Johannesburg Stock Exchange","South Africa","USD","ZAR","15.28"
"3380","LOGAN PROPERTY HOLDINGS LTD","Equity","0.04","1.74","12,226,000.00","21,243,451.96","21,243,451.96","Real Estate","BH6X937","KYG555551095","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"2899","ZIJIN MINING GROUP LTD H","Equity","0.04","0.45","46,906,000.00","21,190,560.53","21,190,560.53","Materials","6725299","CNE100000502","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"2105","CHENG SHIN RUBBER INDUSTRY LTD","Equity","0.04","1.30","16,232,650.00","21,147,389.96","21,147,389.96","Consumer Discretionary","6190228","TW0002105004","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"IENOVA*","INFRAESTRUCTURA ENERGETICA NOVA","Equity","0.04","4.47","4,719,471.00","21,112,066.40","21,112,066.40","Utilities","B84XBP2","MX01IE060002","Bolsa Mexicana De Valores","Mexico","USD","MXN","19.23"
"AUBANK","AU SMALL FINANCE BANK LTD","Equity","0.04","16.02","1,314,425.00","21,056,623.15","21,056,623.15","Financials","BF1YBK2","INE949L01017","National Stock Exchange Of India","India","USD","INR","73.30"
"DIVISLAB","DIVIS LABORATORIES LTD","Equity","0.04","29.78","704,093.00","20,970,775.65","20,970,775.65","Health Care","6602518","INE361B01024","National Stock Exchange Of India","India","USD","INR","73.30"
"ISA","INTERCONEXION ELECTRICA SA","Equity","0.04","5.26","3,981,196.00","20,943,897.40","20,943,897.40","Utilities","2205706","COE15PA00026","Bolsa De Valores De Colombia","Colombia","USD","COP","3,433.00"
"SIMEPLT","SIME DARBY PLANTATION","Equity","0.04","1.14","18,317,400.00","20,901,823.37","20,901,823.37","Consumer Staples","BF6RHY2","MYL5285OO001","Bursa Malaysia","Malaysia","USD","MYR","4.21"
"PINFRA*","PROMOTORA Y OPERADORA DE INFRAESTR","Equity","0.04","10.29","2,024,215.00","20,829,611.37","20,829,611.37","Industrials","2393388","MX01PI000005","Bolsa Mexicana De Valores","Mexico","USD","MXN","19.23"
"2049","HIWIN TECHNOLOGIES CORP","Equity","0.04","10.20","2,039,386.00","20,792,727.02","20,792,727.02","Industrials","B1YMYT5","TW0002049004","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"SRTRANSFIN","SHRIRAM TRANSPORT FINANCE COMPANY","Equity","0.04","17.15","1,211,919.00","20,785,202.43","20,785,202.43","Financials","6802608","INE721A01013","National Stock Exchange Of India","India","USD","INR","73.30"
"1140","BANK ALBILAD","Equity","0.04","6.29","3,277,962.00","20,617,212.09","20,617,212.09","Financials","B12LZP7","SA000A0D9HK3","Saudi Stock Exchange","Saudi Arabia","USD","SAR","3.75"
"371","BEIJING ENTERPRISES WATER GROUP LT","Equity","0.04","0.46","44,056,000.00","20,470,063.71","20,470,063.71","Utilities","B01YCG0","BMG0957L1090","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"BVN","BUENAVENTURA ADR REPRESENTING","Equity","0.04","11.21","1,822,375.00","20,428,823.75","20,428,823.75","Materials","2210476","US2044481040","New York Stock Exchange Inc.","Peru","USD","USD","1.00"
"7020","ETIHAD ETISALAT","Equity","0.04","5.86","3,474,804.00","20,355,042.89","20,355,042.89","Communication","B12LR51","SA000A0DM9P2","Saudi Stock Exchange","Saudi Arabia","USD","SAR","3.75"
"WB","WEIBO ADR REPRESENTING CORP CLASS","Equity","0.04","42.66","476,797.00","20,340,160.02","20,340,160.02","Communication","BLLJ4H7","US9485961018","NASDAQ","China","USD","USD","1.00"
"URC","UNIVERSAL ROBINA CORP","Equity","0.04","2.64","7,689,360.00","20,327,975.14","20,327,975.14","Consumer Staples","6919519","PHY9297P1004","Philippine Stock Exchange Inc.","Philippines","USD","PHP","50.69"
"AC*","ARCA CONTINENTAL","Equity","0.04","5.66","3,591,138.00","20,317,469.79","20,317,469.79","Consumer Staples","2823885","MX01AC100006","Bolsa Mexicana De Valores","Mexico","USD","MXN","19.23"
"KBANK.R","KASIKORNBANK PUBLIC NON-VOTING DR","Equity","0.04","3.92","5,188,700.00","20,320,420.17","20,320,420.17","Financials","6364766","TH0016010R14","Stock Exchange Of Thailand","Thailand","USD","THB","31.54"
"2333","GREAT WALL MOTOR LTD H","Equity","0.04","0.74","27,545,500.00","20,314,784.09","20,314,784.09","Consumer Discretionary","6718255","CNE100000338","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"ORBIA*","ORBIA ADVANCE CORP SA DE CV","Equity","0.04","2.17","9,335,183.00","20,251,234.35","20,251,234.35","Materials","BH3T8K8","MX01OR010004","Bolsa Mexicana De Valores","Mexico","USD","MXN","19.23"
"836","CHINA RESOURCES POWER LTD","Equity","0.04","1.21","16,680,000.00","20,244,854.88","20,244,854.88","Utilities","6711566","HK0836012952","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"LK","LUCKIN COFFEE ADR REPRESENTING IN","Equity","0.04","38.26","525,426.00","20,102,798.76","20,102,798.76","Consumer Discretionary","BK57TY2","US54951L1098","NASDAQ","China","USD","USD","1.00"
"2492","WALSIN TECHNOLOGY CORP","Equity","0.04","7.23","2,780,597.00","20,104,273.11","20,104,273.11","Information Technology","6089694","TW0002492006","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"BRITANNIA","BRITANNIA INDUSTRIES LTD","Equity","0.04","41.29","486,448.00","20,085,744.70","20,085,744.70","Consumer Staples","BGSQG47","INE216A01030","National Stock Exchange Of India","India","USD","INR","73.30"
"HLBANK","HONG LEONG BANK","Equity","0.04","3.71","5,410,000.00","20,063,235.47","20,063,235.47","Financials","6436892","MYL5819OO007","Bursa Malaysia","Malaysia","USD","MYR","4.21"
"4","WHARF (HOLDINGS) LTD","Equity","0.04","2.26","8,853,000.00","19,986,050.58","19,986,050.58","Real Estate","6435576","HK0004000045","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"OMAB","GRUPO AEROPORTUARIO DEL CENTRO NOR","Equity","0.04","6.65","3,003,900.00","19,977,567.64","19,977,567.64","Industrials","B1KFX13","MX01OM000018","Bolsa Mexicana De Valores","Mexico","USD","MXN","19.23"
"SMGR","SEMEN INDONESIA (PERSERO)","Equity","0.04","0.76","26,106,300.00","19,970,684.28","19,970,684.28","Materials","6795236","ID1000106800","Indonesia Stock Exchange","Indonesia","USD","IDR","14,281.50"
"2588","BOC AVIATION LTD","Equity","0.04","9.07","2,198,700.00","19,950,878.43","19,950,878.43","Industrials","BYZJV17","SG9999015267","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"000720","HYUNDAI ENGINEERING & CONSTRUCTION","Equity","0.04","29.16","684,120.00","19,946,107.25","19,946,107.25","Industrials","6450988","KR7000720003","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"1186","CHINA RAILWAY CONSTRUCTION CORP LT","Equity","0.04","1.24","16,133,000.00","19,933,946.84","19,933,946.84","Industrials","B2PFVH7","CNE100000981","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"BCOLOMBIA","BANCOLOMBIA SA","Equity","0.04","10.70","1,862,530.00","19,932,814.51","19,932,814.51","Financials","BJ62K57","COB07PA00078","Bolsa De Valores De Colombia","Colombia","USD","COP","3,433.00"
"035250","KANGWON LAND INC","Equity","0.04","19.53","1,015,596.00","19,839,510.25","19,839,510.25","Consumer Discretionary","6683449","KR7035250000","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"300760","SHENZHEN MINDRAY BIO-MEDICAL ELECT","Equity","0.04","37.75","524,400.00","19,798,617.44","19,798,617.44","Health Care","BHQK864","CNE100003G67","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"NLMK","NOVOLIPETSK STEEL","Equity","0.03","1.87","10,583,208.00","19,791,175.18","19,791,175.18","Materials","B59FPC7","RU0009046452","Standard-Classica-Forts","Russian Federation","USD","RUB","65.43"
"267250","HYUNDAI HEAVY INDUSTRIES HOLDINGS","Equity","0.03","230.07","85,999.00","19,785,597.76","19,785,597.76","Industrials","BD4HFT1","KR7267250009","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"2883","CHINA OILFIELD SERVICES LTD H","Equity","0.03","1.36","14,502,000.00","19,710,550.23","19,710,550.23","Energy","6560995","CNE1000002P4","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
